NSN;Price;common_name
5120-00-018-0575;0.55;Electrical Contact Tool (Installing and Removing)
5120-00-018-1519;19.21;Spanner Wrench
5120-00-019-5232;45.83;Torque Wrench Adapter
5120-00-020-2947;9.88;Oil Filter Wrench
5120-00-020-5632;46.21;Torque Wrench Heads (Interchangeable)
5120-00-020-5634;88.81;Torque Wrench Heads (Interchangeable)
5120-00-020-5635;80.44;Torque Wrench Heads (Interchangeable)
5120-00-020-5636;40.93;Torque Wrench Heads (Interchangeable)
5120-00-020-5926;20.61;Removal Tool (Screwdriver Style)
5120-00-020-8601;61.65;Torque Wrench Heads (Interchangeable)
5120-00-020-8629;56.33;Torque Wrench Heads (Interchangeable)
5120-00-021-2041;218.86;Torque Wrench (Limiting Screwdriver)
5120-00-022-9783;57.51;Wrench Release Tool
5120-00-022-9797;13.53;Socket Extension (Flexible Shank)
5120-00-025-9361;141.37;Combination Wrench Set (Box and Open End)
5120-00-030-2738;7.78;Drain Plug Wrench
5120-00-033-9035;20.91;Cross Tip Screwdriver (Torq-Set)
5120-00-044-1718;1.66;Socket Screwdriver Bit (Hex)
5120-00-055-4063;3.34;Caulking Gun Nozzle
5120-00-056-3933;3.44;Screwdriver Bit (Phillips Tip)
5120-00-056-3934;3.44;Screwdriver Bit (Flat Tip)
5120-00-056-3935;9.82;Screwdriver (Handle)
5120-00-056-3938;3.44;Nut Driver (Blade)
5120-00-056-3940;3.44;Nut Driver (Blade)
5120-00-056-3942;3.44;Nut Driver (Blade)
5120-00-056-3943;3.44;Nut Driver (Blade)
5120-00-056-3945;4.2;Nut Driver (Blade)
5120-00-058-5158;12.53;Screwdriver Bit (Hex Tip)
5120-00-059-6711;14.6;Adjustable Joint Pliers (Angle Nose)
5120-00-060-2004;3.26;Screwdriver (Phillips)
5120-00-061-8540;16.66;Ball Peen Hammer (Fiberglass Handle)
5120-00-061-8541;13.8;Ball Peen Hammer (Fiberglass Handle)
5120-00-061-8542;22.11;Ball Peen Hammer (Fiberglass Handle)
5120-00-061-8543;21.1;Ball Peen Hammer (Fiberglass Handle)
5120-00-061-8544;26.86;Ball Peen Hammer (Fiberglass Handle)
5120-00-061-8545;22.94;Ball Peen Hammer (Fiberglass Handle)
5120-00-061-8546;25.57;Ball Peen Hammer (Fiberglass Handle)
5120-00-062-0813;3.24;Flat Tip Screwdriver
5120-00-062-5413;2.2;Screwdriver Handle (Reversible Bit)
5120-00-062-8454;4.84;Flat Tip Screwdriver
5120-00-063-6502;100.3;Pipe Wrench (Strap Type)
5120-00-065-4903;26.1;Socket Wrench (Reversible Ratchet)
5120-00-079-4598;39.97;Electrical Contact Tool (Installing)
5120-00-079-4599;57.25;Electrical Contact Tool (Installing)
5120-00-079-4600;44.43;Electrical Contact Tool (Installing)
5120-00-079-4601;53.42;Electrical Contact Tool (Removing)
5120-00-079-4602;59.47;Electrical Contact Tool (Removing)
5120-00-081-2305;42.13;Socket Set (Standard, Mixed)
5120-00-081-2307;158.34;Socket Set (Standard, Mixed)
5120-00-082-1811;367.59;Tap Extractor Set
5120-00-082-8526;32.24;Socket (Universal Joint)
5120-00-082-8528;32.86;Socket (Universal Joint)
5120-00-082-8529;1.61;Screwdriver Bit (Torq Set Tip)
5120-00-087-0700;4.54;Socket (Long Length)
5120-00-087-1022;255.78;Socket Wrench Kit
5120-00-087-4106;16.15;Electronic Pliers (Needle Nose)
5120-00-089-0874;8.09;Retaining Ring Pliers (Convertible)
5120-00-089-3663;93.45;Nut Driver Set
5120-00-099-8544;89.94;Socket Wrench (Sliding T-Handle)
5120-00-103-4687;15.9;Torque Wrench Adapter Set
5120-00-103-9708;89.37;Electrical Contact Tool (Removing)
5120-00-103-9782;146.88;Box Wrench Set (Double Head)
5120-00-106-1794;3.9;Fin Comb (Radiator)
5120-00-107-0055;7.21;Socket Extension (Solid Shank)
5120-00-112-9333;3.18;Screwdriver Bit (Hex Tip)
5120-00-112-9334;3.44;Screwdriver Bit (Hex Tip)
5120-00-112-9335;7.95;Screwdriver Bit (Spline)
5120-00-112-9345;7.18;Screwdriver Bit (Spline)
5120-00-112-9349;7.18;Screwdriver Bit (Spline)
5120-00-112-9355;7.18;Screwdriver Bit (Spline)
5120-00-112-9359;7.95;Screwdriver Bit (Spline)
5120-00-112-9371;7.95;Screwdriver Bit (Spline)
5120-00-112-9372;7.18;Screwdriver Bit (Spline)
5120-00-112-9376;7.18;Screwdriver Bit (Spline)
5120-00-112-9462;7.18;Screwdriver Bit (Spline)
5120-00-112-9599;3.05;Hex Key Set (Metric)
5120-00-115-9185;10.99;Extraction Tool
5120-00-116-2912;211.21;Torque Wrench
5120-00-116-7841;24.36;Hex Key Set (Screwdriver Type, Ball End)
5120-00-116-9360;13.34;Socket Wrench Size Adapter
5120-00-117-3428;142.61;Torque Wrench (Indicating)
5120-00-117-4832;140.76;Torque Wrench (Indicating)
5120-00-126-0753;51.57;Spanner wrench
5120-00-126-0860;247.68;Crimping Tool (Die)
5120-00-126-2076;23.94;Electronic Pliers (Round Nose)
5120-00-132-0396;0.74;Electrical Contact Tool (Installing and Removing)
5120-00-132-0486;5.5;Combination Wrench (Box & Open End)
5120-00-132-0492;5.62;Combination Wrench (Box & Open End)
5120-00-132-0541;10.03;Combination Wrench (Box & Open End)
5120-00-132-0850;3.44;Screwdriver Bit (Phillips Tip)
5120-00-132-0862;11.21;Adjustable Joint Pliers (Angle Nose)
5120-00-132-0909;3.44;Screwdriver Bit (Flat Tip)
5120-00-132-5739;3.62;Electrical Contact Tool (Installing and Removing)
5120-00-132-5791;4.28;Electrical Contact Tool (Installing and Removing)
5120-00-132-5808;1.01;Electrical Contact Tool (Installing and Removing)
5120-00-132-6328;4.33;Electrical Contact Tool (Installing and Removing)
5120-00-132-6913;413.56;Wire Termination Crimping Tool
5120-00-133-0097;63;Electrical Contact Tool (Removing)
5120-00-133-0144;1.48;Electrical Contact Tool (Removing)
5120-00-133-0351;72.23;Electrical Contact Tool (Removing)
5120-00-133-1747;447.46;Wire Termination Crimping Tool
5120-00-137-9140;106.96;Electrical Contact Tool (Installing)
5120-00-142-5156;35.19;Socket (Universal Joint)
5120-00-144-2084;47.83;Socket Chuck
5120-00-144-2088;77.98;Fastener Tool Stud Chuck
5120-00-144-2097;50.24;Eyelet Die
5120-00-144-5207;4.09;Socket Wrench Size Adapter
5120-00-146-6558;93.72;Electrical Contact Tool (Removing)
5120-00-148-7917;149.1;Combination Wrench Set (Box and Open End)
5120-00-148-9488;60.31;Combination Wrench Set (Box and Open End)
5120-00-148-9489;25.86;Combination Wrench Set (Box and Open End)
5120-00-148-9844;40.88;Electrical Contact Tool (Removing)
5120-00-148-9845;84.2;Electrical Contact Tool (Removing)
5120-00-152-2297;4.2;Screwdriver Bit (Flat Tip)
5120-00-152-2298;3.44;Nut Driver (Blade)
5120-00-152-2299;4.2;Nut Driver (Blade)
5120-00-152-8991;8.67;Screwdriver Bit (Extension)
5120-00-156-0969;3.44;Nut Driver (Blade)
5120-00-156-0975;3.34;Screwdriver Bit (Hex Tip)
5120-00-156-0978;3.81;Screwdriver Bit (Hex Tip)
5120-00-156-0981;3.44;Screwdriver Bit (Hex Tip)
5120-00-157-2133;61;Spanner Wrench
5120-00-157-2180;3.9;Fin Comb
5120-00-157-3138;0.58;Electrical Contact Tool (Installing and Removing)
5120-00-159-8881;3.44;Nut Driver (Blade)
5120-00-159-8882;3.44;Nut Driver (Blade)
5120-00-162-2217;3.44;Screwdriver Bit (Hex Tip)
5120-00-165-3910;373.91;Wire Termination Crimping Tool
5120-00-165-3912;417.97;Wire Termination Crimping Tool
5120-00-165-3913;79.43;Crimping Tool (Positioner)
5120-00-165-4098;74.48;Nut Driver Set
5120-00-167-0153;1.44;Caulking Gun Nozzle (Bent Round)
5120-00-169-2885;73.71;"Socket Wrench (""T"")"
5120-00-169-2986;3192.46;Torque Multiplier (Electronic Display)
5120-00-169-3003;1575.84;Fastener Installation Tool
5120-00-169-4586;389.52;Socket Set (Wheel Bearing Locknut)
5120-00-169-5776;203.51;Torque Wrench
5120-00-170-7938;18.19;"Crimping Tool (""STA-KON"" Terminal)"
5120-00-171-1643;37.06;Tacker
5120-00-171-3117;562.29;Impact Socket Set (Manual)
5120-00-177-6832;0.66;Screwdriver Bit (Hex Tip)
5120-00-177-6859;7.59;Socket (Regular Length)
5120-00-177-6870;6.85;Inspection Mirror
5120-00-177-6966;96.9;Electrical Contact Tool (Removing)
5120-00-177-6967;94.19;Electrical Contact Tool (Installing)
5120-00-177-7028;73.99;Electrical Contact Tool (Installing)
5120-00-177-7029;112.82;Electrical Contact Tool (Removing)
5120-00-177-7324;7.27;Socket Screwdriver Bit (Hex)
5120-00-177-9839;59.94;Blind Riveter (Wrench Header)
5120-00-180-0670;267.36;Pipe Vise (Chain)
5120-00-180-0681;294.61;Machinist's Vise
5120-00-180-0705;5.24;Jeweler's Screwdriver
5120-00-180-0706;4.16;Jeweler's Screwdriver
5120-00-180-0727;3.08;Jeweler's Screwdriver
5120-00-180-0728;4.43;Jeweler's Screwdriver
5120-00-180-0729;3.42;Jeweler's Screwdriver
5120-00-180-0730;4.09;Jeweler's Screwdriver
5120-00-180-0777;4.61;Screw Extractor
5120-00-180-0778;1.5;Screw Extractor
5120-00-180-0779;1.92;Screw Extractor
5120-00-180-0780;9.85;Screw Extractor
5120-00-180-0798;6.84;Offset Screwdriver (Flat Tip)
5120-00-180-0848;75.42;C Clamp
5120-00-180-0849;110.17;C Clamp
5120-00-180-0871;158.65;Wrecking Bar
5120-00-180-0872;213.31;Wrecking Bar
5120-00-180-0876;2.38;Socket Screwdriver Bit (Phillips)
5120-00-180-0887;1.38;Jeweler's Screwdriver Replacement Blade
5120-00-180-0897;140.07;C Clamp
5120-00-180-0905;21.37;C Clamp
5120-00-180-0907;26.25;C Clamp
5120-00-180-0908;35.93;C Clamp
5120-00-180-0909;45.62;C Clamp
5120-00-180-2936;29.16;Quick Adjusting Screw Clamp (Heavy Duty)
5120-00-180-2949;15.19;Mechanical Finger
5120-00-180-2951;8.82;Mechanical Finger
5120-00-181-6755;42.96;Crowfoot Wrench (Flare Nut)
5120-00-181-6759;25.32;Crowfoot Wrench (Flare Nut)
5120-00-181-6765;25.22;Crowfoot Wrench (Flare Nut)
5120-00-181-6813;14.1;Socket (Regular Length)
5120-00-184-8384;27.54;Crowfoot Wrench (Open End)
5120-00-184-8385;62.9;Crowfoot Wrench (Flare Nut)
5120-00-184-8397;7.76;Crowfoot Wrench (Open End)
5120-00-184-8438;45.61;Open End Wrench (Double Head)
5120-00-184-8439;80.83;Open End Wrench (Double Head)
5120-00-184-8545;10;Open End Wrench (Double Head)
5120-00-184-8555;12.18;Open End Wrench (Thin Double Head)
5120-00-184-8563;89.11;Open End Wrench (Thin Double Head)
5120-00-184-8564;51.58;Open End Wrench (Thin Double Head)
5120-00-184-8653;29.95;Open End Wrench (Angle Style)
5120-00-184-8676;59.1;Box Wrench (Double Head)
5120-00-184-9403;15.51;Pliers (Round Nose)
5120-00-187-1033;67.84;Ball Peen Hammer (Wood Handle)
5120-00-187-1034;76.85;Ball Peen Hammer (Fiberglass Handle)
5120-00-187-7123;8.85;Open End Wrench (Double Head)
5120-00-187-7126;11.8;Open End Wrench (Double Head)
5120-00-187-7129;16.22;Open End Wrench (Double Head)
5120-00-187-7130;14.61;Open End Wrench (Double Head)
5120-00-187-7133;28.31;Open End Wrench (Double Head)
5120-00-187-7134;46.95;Open End Wrench (Double Head)
5120-00-188-1182;452.8;Combination Bench and Pipe Vise
5120-00-188-1788;319.54;Hand Jack (Hydraulic)
5120-00-188-1790;562.98;Hand Jack (Hydraulic)
5120-00-188-3239;16.81;Pliers (Flat/Duck Bill Nose)
5120-00-188-3250;32.07;Pliers
5120-00-188-8446;37.44;Shovel
5120-00-188-8450;13.58;Shovel
5120-00-189-7896;16.62;Crowfoot Wrench (Flare Nut)
5120-00-189-7906;4.59;Socket
5120-00-189-7907;7.36;Socket (Regular Length)
5120-00-189-7908;4.68;Socket
5120-00-189-7910;21.83;Socket (Regular Length)
5120-00-189-7913;10.48;Socket (Regular Length)
5120-00-189-7914;12.08;Socket (Regular Length)
5120-00-189-7917;13.66;Socket (Regular Length)
5120-00-189-7918;6.93;Socket (Long Length)
5120-00-189-7920;6.93;Socket (Long Length)
5120-00-189-7921;6.98;Socket (Long Length)
5120-00-189-7922;7.21;Socket (Long Length)
5120-00-189-7923;7.03;Socket (Long Length)
5120-00-189-7924;6.5;Socket (Regular Length)
5120-00-189-7927;9.43;Socket (Regular Length)
5120-00-189-7928;14.25;Socket (Regular Length)
5120-00-189-7930;18.15;Socket (Regular Length)
5120-00-189-7932;6.92;Socket (Regular Length)
5120-00-189-7933;8.04;Socket (Regular Length)
5120-00-189-7934;8.04;Socket (Regular Length)
5120-00-189-7935;8.68;Socket (Regular Length)
5120-00-189-7946;6.92;Socket (Regular Length)
5120-00-189-7985;7.56;Socket (Regular Length)
5120-00-190-5756;3.24;Screwdriver Bit (Hex Tip)
5120-00-191-6484;2.41;Hex Key (Screwdriver Type)
5120-00-194-1648;37.97;Hammer (Soft Face)
5120-00-194-9458;36.48;Pick (Digging)
5120-00-197-5344;3.07;Sheet Metal Holder (Edge Grip)
5120-00-197-9473;40.03;Blacksmiths Tools (Punch)
5120-00-197-9490;6.78;Punches (Center)
5120-00-198-5387;16.83;Hex Key
5120-00-198-5391;3.49;Hex Key
5120-00-198-5392;0.15;Hex Key
5120-00-198-5398;0.09;Hex Key
5120-00-198-5400;0.14;Hex Key
5120-00-198-5401;0.1;Hex Key
5120-00-198-5406;1.14;Hex Key
5120-00-198-5409;1.24;Hex Key
5120-00-198-5410;0.25;Hex Key
5120-00-198-5413;0.24;Hex Key
5120-00-199-7765;23.74;Socket (Regular Length)
5120-00-199-7767;26.83;Socket (Regular Length)
5120-00-199-7769;31.25;Socket (Regular Length)
5120-00-199-7770;38.82;Socket (Regular Length)
5120-00-199-7771;52.17;Socket (Regular Length)
5120-00-203-4656;29.61;Blacksmith's/Engineer's Hammer (Sledge)
5120-00-203-4766;76.85;Lug Nut Wrench
5120-00-203-4792;16.44;Wrench (Open End) (Single Head)
5120-00-203-4794;25.61;Wrench (Open End) (Single Head)
5120-00-203-4795;26.13;Wrench (Open End) (Single Head)
5120-00-203-4801;24.11;Wrench (Open End) (Single Head)
5120-00-203-4804;19.45;Wrench (Open End) (Single Head)
5120-00-203-4807;14.88;Wrench (Open End) (Single Head)
5120-00-203-4810;18.53;Wrench (Open End) (Single Head)
5120-00-203-4811;17.29;Wrench (Open End) (Single Head)
5120-00-203-4812;17.01;Wrench (Open End) (Single Head)
5120-00-203-6431;53.62;C Clamp
5120-00-203-6436;60.54;C Clamp
5120-00-203-6437;94.41;C Clamp
5120-00-215-1882;798.13;Spanner Wrench Set
5120-00-221-1072;46.86;Punches (Center)
5120-00-221-1117;605.6;Machinist's Vise
5120-00-221-1122;54.68;Bench Vise (Clamp Base)
5120-00-221-1151;58.95;Grommet Inserting Punch & Die (Spur)
5120-00-221-1506;46.57;Vise Jaw Caps
5120-00-221-1536;3.9;Putty Knife
5120-00-221-1597;8.73;Sheet Holder Pliers
5120-00-221-2731;23.34;Marlin Spike (Wire Rope)
5120-00-221-7063;2.36;Machinist's Scriber (Double Point)
5120-00-221-7947;238.15;Torque Wrench (Indicating)
5120-00-221-7957;19.78;Socket Wrench (Reversible Ratchet)
5120-00-221-7958;27.57;Socket Wrench (Breaker Bar)
5120-00-221-7959;69.23;Socket Wrench (Breaker Bar)
5120-00-221-7960;16.9;Socket Wrench (Breaker Bar)
5120-00-221-7966;6.18;Socket Wrench (Sliding T-Handle)
5120-00-221-7968;173.76;Socket Wrench (Reversible Ratchet)
5120-00-221-7980;23.21;Box Wrench (Double Head, Ratchet)
5120-00-221-7983;472.35;Torque Wrench (Indicating)
5120-00-221-7988;172.31;Socket Wrench (Breaker Bar)
5120-00-221-8036;0.25;Hex Key
5120-00-222-1489;10.26;Hex Key
5120-00-222-1596;9.54;Box Wrench (Double Head)(Half Moon)
5120-00-222-2021;39.51;Sockets (Non-Sparking / Non-Magnetic)
5120-00-222-2220;50.36;Mallet (Rawhide)
5120-00-222-2232;14.81;Pliers (Round Nose)
5120-00-222-3241;25.49;Caulking Iron
5120-00-222-3336;1.04;Sheet Metal Holder (Hole Grip)
5120-00-222-4284;18.72;Pin Remover (Cotter Key)
5120-00-222-8852;6.41;Flat Tip Screwdriver
5120-00-223-0989;8.04;Punches (Starting)
5120-00-223-1015;4.55;Punches (Pin)
5120-00-223-1016;6.69;Punches (Pin)
5120-00-223-1017;5.77;Punches (Pin)
5120-00-223-1018;6.46;Punches (Pin)
5120-00-223-1019;9.52;Punches (Pin)
5120-00-223-1020;9.52;Punches (Pin)
5120-00-223-1945;1089.38;Machinist's Vise
5120-00-223-1951;604.71;Combination Bench and Pipe Vise
5120-00-223-6837;14.26;Sewing Palm
5120-00-223-6838;14.26;Sewing Palm
5120-00-223-6940;2.85;Screw Extractor
5120-00-223-6941;2.14;Screw Extractor
5120-00-223-6942;7;Screw Extractor
5120-00-223-6943;5.44;Screw Extractor
5120-00-223-6944;2.42;Screw Extractor
5120-00-223-6971;0.29;Screwdriver Bit (Phillips)
5120-00-223-6986;9.04;Socket Screwdriver Bit (Flat Tip)
5120-00-223-6995;2.37;Hex Key (Spline Type)
5120-00-223-7218;6.26;Wrecking Bar
5120-00-223-7396;8.67;Slip Joint Pliers (Straight Nose)
5120-00-223-7397;8.08;Slip Joint Pliers (Straight Nose)
5120-00-223-7398;13.64;Slip Joint Pliers (Straight Nose)
5120-00-223-8426;32.45;Posthole Digger
5120-00-223-8484;89.51;Body Repair (General Purpose Crowned Dolly Block)
5120-00-223-8486;41;Body Repair (General Purpose Crowned Dolly Block)
5120-00-223-8564;457.17;Posthole Auger
5120-00-223-8653;50.35;Deflator Valve Tool
5120-00-223-8860;30.59;FID
5120-00-223-8862;2.46;Plunger (Sink)
5120-00-223-8921;28.04;FID
5120-00-223-8927;2.7;Plunger (Sink)
5120-00-223-8928;2.7;Plunger (Sink)
5120-00-223-9477;14.75;Trowel (Pointer)
5120-00-223-9482;25.99;Trowel (Brick)
5120-00-223-9557;8.83;Stuffing Box Packing Extractor
5120-00-223-9952;23.62;Abrasive Wheel Dresser
5120-00-224-1372;17.8;Pry Bar (Pinch)
5120-00-224-1384;40.55;Pry Bar (Pinch)
5120-00-224-1386;21.09;Pry Bar (Pinch)
5120-00-224-1389;9.28;Pry Bar (Rolling Head)
5120-00-224-1390;46.22;Pry Bar (Pinch)
5120-00-224-1393;11.34;Wrecking Bar
5120-00-224-1416;17.85;Wood Mallet
5120-00-224-1533;17.63;Pliers (Round Nose)
5120-00-224-1540;23.08;Lineman's Pliers (Non-Magnetic/Non-Sparking)
5120-00-224-1541;52.96;Parallel Jaw Pliers
5120-00-224-1567;8.98;Slip Joint Pliers (Straight Nose)
5120-00-224-2482;2.01;Hex Key (Spline Type)
5120-00-224-2496;2.01;Hex Key (Spline Type)
5120-00-224-2504;0.16;Hex Key
5120-00-224-2510;3.53;Hex Key
5120-00-224-2596;6.63;Nut Driver (Conventional)
5120-00-224-2599;6.63;Nut Driver (Conventional)
5120-00-224-3102;14.03;Open End Wrench (Double Head)
5120-00-224-3112;118.46;Box Wrench (Slugging)
5120-00-224-3135;13.06;Box Wrench (Double Head)
5120-00-224-3136;16.24;Box Wrench (Double Head)
5120-00-224-3138;18.12;Box Wrench (Double Head)
5120-00-224-3141;17.5;Box Wrench (Double Head)
5120-00-224-3142;21.83;Box Wrench (Double Head)
5120-00-224-3146;14.36;Box Wrench (Double Head)
5120-00-224-3154;5.2;Box Wrench (Double Head)
5120-00-224-3156;13.45;Flare Nut Wrench (Single Head)
5120-00-224-4085;26.09;Stoneworker's Hammer
5120-00-224-4111;19.37;Hammer (Scaling)
5120-00-224-4130;41.84;Blacksmith's/Engineer's Hammer (Cross-Peen)
5120-00-224-4139;40.18;Blacksmith's/Engineer's Hammer (Stone Sledge)
5120-00-224-4141;16.98;Blacksmith's/Engineer's Hammer (Hand Drilling)
5120-00-224-4659;0.34;Hex Key
5120-00-224-4748;28.79;Trowel (Cement)
5120-00-224-7271;11.37;Pin Vise
5120-00-224-7288;20.39;Crowfoot Wrench (Flare Nut)
5120-00-224-7330;127.35;Hand Jack (Hydraulic)
5120-00-224-7370;4.63;Screwdriver (Phillips)
5120-00-224-7375;7.09;Screwdriver (Phillips)
5120-00-224-7446;3.18;Punches (Prick)
5120-00-224-9215;3.9;Universal Joint
5120-00-224-9219;6.95;Socket Wrench Size Adapter
5120-00-224-9238;62.91;Asphalt Rake
5120-00-224-9297;165.67;Blind Riveter (Threaded Stud)
5120-00-224-9326;19.67;Shovel
5120-00-224-9440;38.5;Marlin Spike (Wire Rope)
5120-00-224-9453;7.45;Fuse Puller
5120-00-224-9456;10.22;Fuse Puller
5120-00-224-9486;14.23;Wedge
5120-00-224-9487;15.82;Wedge
5120-00-224-9728;3.37;Machinist's Scriber
5120-00-226-5606;1.61;Screwdriver Bit (Torq Set Tip)
5120-00-227-6702;2.36;Socket (Regular Length)
5120-00-227-6703;5.34;Socket (Regular Length)
5120-00-227-6704;2.37;Socket (Regular Length)
5120-00-227-6705;6.28;Socket (Regular Length)
5120-00-227-7293;4.68;Screwdriver (Phillips)
5120-00-227-7356;6.77;Flat Tip Screwdriver
5120-00-227-7377;1.94;Flat Tip Screwdriver
5120-00-227-8074;18.08;Socket Extension (Solid Shank)
5120-00-227-8079;41.02;Socket Extension (Solid Shank)
5120-00-227-8088;16.39;Socket Wrench Size Adapter
5120-00-227-8095;7.95;Socket Wrench Size Adapter
5120-00-227-8104;18.48;Socket Wrench Size Adapter
5120-00-227-8105;2.76;Socket Extension (Solid Shank)
5120-00-227-8107;10.83;Socket Extension (Solid Shank)
5120-00-227-8129;47.05;Socket Wrench (Ratchet Adapter)
5120-00-228-0517;164.47;Torque Wrench (Indicating)
5120-00-228-6287;8.76;Oil Filter Wrench
5120-00-228-9503;7.6;Combination Wrench (Box and Open End)
5120-00-228-9504;6.4;Combination Wrench (Box and Open End)
5120-00-228-9505;8.14;Combination Wrench (Box and Open End)
5120-00-228-9506;8.85;Combination Wrench (Box and Open End)
5120-00-228-9507;9.04;Combination Wrench (Box and Open End)
5120-00-228-9508;10.08;Combination Wrench (Box and Open End)
5120-00-228-9509;11.06;Combination Wrench (Box and Open End)
5120-00-228-9510;12.42;Combination Wrench (Box and Open End)
5120-00-228-9511;12.9;Combination Wrench (Box and Open End)
5120-00-228-9512;14.62;Combination Wrench (Box and Open End)
5120-00-228-9513;19.89;Combination Wrench (Box and Open End)
5120-00-228-9514;21.42;Combination Wrench (Box and Open End)
5120-00-228-9515;24.5;Combination Wrench (Box and Open End)
5120-00-228-9516;25.88;Combination Wrench (Box and Open End)
5120-00-228-9517;36;Combination Wrench (Box and Open End)
5120-00-228-9519;68.74;Combination Wrench (Box and Open End)
5120-00-228-9521;44.83;Box Wrench (Double Head)
5120-00-228-9527;8.43;Open End Wrench (Double Head)
5120-00-229-2772;27.61;Crowfoot Wrench (Flare Nut)
5120-00-230-6373;90.6;Socket Wrench (Sliding T-Handle)
5120-00-230-6380;171.88;Torque Wrench (Indicating)
5120-00-230-6385;36.38;Socket Wrench (Reversible Ratchet)
5120-00-232-5681;16.67;Socket (Regular Length)
5120-00-232-5703;4.62;Socket (Regular Length)
5120-00-232-5704;4.81;Socket (Regular Length)
5120-00-232-5706;5.83;Socket (Regular Length)
5120-00-232-5711;2.21;Socket (Regular Length)
5120-00-233-6829;214.96;Hand Jack (Hydraulic)
5120-00-234-8739;20.3;Tube Bender (Hand)
5120-00-234-8740;3.22;Tube Bender (Hand)
5120-00-234-8741;4.1;Tube Bender (Hand)
5120-00-234-8742;9.1;Tube Bender (Hand)
5120-00-234-8743;4.33;Tube Bender (Hand)
5120-00-234-8744;5.74;Tube Bender (Hand)
5120-00-234-8910;4.28;Flat Tip Screwdriver
5120-00-234-8912;4.89;Screwdriver (Phillips)
5120-00-234-8913;5.77;Screwdriver (Phillips)
5120-00-235-3037;108.31;Pliers (Wing Lock)
